title,rating
Killing Them Softly,6.2
Dil Vil Pyaar Vyaar,6.5
null,4.6
Unforgiven,8.2
Peep Show,8.6
Coco y Raulito: Carrusel de ternura,6.6
Jigsaw,5.8
Daughters of the Dust,6.6
Last Ferry,5.1
Rake,8.5
Jumping the Broom,5.7
The Nightmare,5.8
Paradox,4
Mobile Suit Gundam I,7.3
Mandy,6.6
The Death and Life of Marsha P. Johnson,7.4
Perfect Match: Find Mr. Right and Win a Million Yen!,0
Pari,4.1
null,7.9
Apache: The Life of Carlos Tevez,6.7
David Batra: Elefanten i rummet,5.8
Miss India,0
Can’t Write!? ?A Life Without Scenario?,7.6
The Blair Witch Project,6.5
Cagaster of an Insect Cage,6.1
The Black Godfather,7.4
null,7.7
Snakes on a Plane,5.4
Dharmakshetra,8.3
Afterlife of the Party,5.8
Live from the BBC,6.4
Suburra: Blood on Rome,7.9
The Last Empress,6.7
Day of the Dead: Bloodline,3.4
Gone Girl,8.1
Confusion Na Wa,7
West Beirut,7.7
Silverado,7.2
null,0
The Princess Switch: Switched Again,0
True Romance,7.9
Monsters Inside: The 24 Faces of Billy Milligan,6.2
Qarib Qarib Singlle,7.1
Olmo & the Seagull,7.3
Zack and Miri Make a Porno,6.5
Akame ga Kill!,7.8
Mili,6
null,4.3
Hide & Seek,4.2
null,7.9
The App That Stole Christmas,3.5
The Starving Games,3.2
Yours Fatefully,6.5
A Simple Favor,6.8
Kate,6.2
Fatma,7.4
Blue Exorcist: The Movie,7.2
Zoo,6.7
???????????tri. ?4?????,7.3
Hospital,0
Bondi Rescue,7.6
Flawless,6.5
Two Lovers and a Bear,6.1
null,8
null,6.9
Queen for Seven Days,7.7
Grandma's Last Wishes,5
null,5.3
null,7.8
The Lives of Others,8.4
TAXi 2,6.5
Fatso,5.7
Breakout,6.7
Get Me Roger Stone,7.3
Sam Smith: Love Goes - Live at Abbey Road Studios,0
Franco Escamilla: Bienvenido al mundo,7.1
Al acecho,0
Emicida: AmarElo - It’s All For Yesterday,8.5
Real Rob,6.4
null,2.6
QB1: Beyond the Lights,7.8
The Blue Lagoon,5.8
Netflix and Chills,0
Serendipity,6.9
LEGO: CITY Adventures,7
Torbaaz,6.7
The Lost Café,6.9
Nausicaä of the Valley of the Wind,8.1
Junebug,6.9
Tenant of the House,0
The Spy,7.9
null,4.1
Heist,6.1
The Door into Summer,6.4
4th Man Out,6.7
The Killer,6.1
Andhakaaram,7.7
Monkey Twins,7.9
Scooby-Doo 2: Monsters Unleashed,5.2
The Thing,6.2
The Spooky Tale of Captain Underpants Hack-a-ween,6.1
The Disciple,7.2
Detention,6.4
The Story of Us,6
Rememory,6.2
Little Monsters,6.3
The Epic Tales of Captain Underpants,6.7
Ali Wong: Baby Cobra,7.6
???(??????)?????,0
I Lost My Body,7.6
The Carter,7.1
Whitney Cummings: Can I Touch It?,6.5
Guru,7.7
Justin Timberlake + the Tennessee Kids,7.7
Hellboy,5.2
Pingu,7.4
The Avengers,8
Losing Sight of Shore,7.4
The Final Year,0
Ultraman,6.8
null,7.2
null,8.2
Tom Papa Live in New York City,7.2
Underworld: Evolution,6.7
Star Wars: Episódio I - A Ameaça Fantasma,6.5
Passengers,7
Racing Hearts,6.1
For the Win,0
Florence Foster Jenkins,6.8
Eric ldle's What About Dick?,7.5
Elvis & Anabelle,0
Deepwater Horizon,7.1
Public Enemies,7
Street,4.6
M Cream,0
Extreme Engagement,5.7
Mean Dreams,6.3
Killing Season,5.4
The Similars,5.9
Cloudy with a Chance of Meatballs,6.9
21 & Over,5.8
Friday Night Tykes,6.9
5Gang,1.9
Killer Instinct,7.4
9,7.1
The First Temptation of Christ,0
????,7.6
Enemy Lines,4.5
"Mum, Dad, Meet Sam",4.1
Zed Plus,6.4
null,7
Big Fat Liar,5.5
Sweet Magnolias,7.4
The Inbetweeners,6.7
Katla,7
Binti,5.8
Wanda Sykes: Not Normal,7.2
Battle Creek,7.3
Wish Upon,5
Intimacy,7.2
Degrassi: Next Class,6.8
LEGO Marvel Spider-Man: Vexed by Venom,5.7
null,7.4
Get Him to the Greek,6.3
Blackadder,8
Dabbe: The Possession,6.7
Compadres,4.8
Ideachi Kalpana,5.8
Kidnapping Stella,4.8
Cooked,8.1
null,2.2
Trailer Park Boys,8.5
Once in a Lifetime Sessions with Snow Patrol,0
Kipo and the Age of Wonderbeasts,8.1
null,4.5
Pasión de Gavilanes,8
null,7.5
Clash of the Titans,6.9
I Feel Pretty,5.6
Barfi!,8.1
Meenakshi Sundareshwar,7.2
The Cat in the Hat Knows a Lot About That!,6.4
The Letter Reader,0
Heist,6.8
Ricky Gervais: Humanity,8
Forged in Fire,8.3
Romeo Is Bleeding,0
Man Vs Bee,0
Cam,5.9
The Duel,5.8
Razia Sultan - Die Herrscherin von Delhi,0
The Moon Embracing the Sun,8
Forever Rich,5.5
Misfits,8.2
Escape Room,6.4
Heroes,3.6
Elite Short Stories: Guzmán Caye Rebe,7.5
Peach Boy Riverside,6.3
Challenger,7.8
Oliver Stone's Untold History of the United States,8.5
Barbie: The Princess & The Popstar,5.8
Rules Don't Apply,5.7
Snabba Cash,7.6
To All the Boys I’ve Loved Before,7.1
We Need to Talk,5.8
Barbie: Princess Charm School,6.6
"Nightmare Tenants, Slum Landlords",0
Travis Scott: Look Mom I Can Fly,6.3
Do Do Sol Sol La La Sol,7.4
She-Ra and the Princesses of Power,7.8
null,3.4
Eighth Grade,7.4
Project Marathwada,6.6
Jeffrey Epstein: Filthy Rich,7.1
All For Love,7.3
Skylines,7.6
Head Gone,3.7
Take Your Pills,6.4
Addicted,5.1
Mr. Selfridge,7.6
Hard Times,5.9
Ankahi Kahaniya,5.6
A Star Is Born 1976,0
Green Book,8.2
On My Skin,7.3
Black Ink Crew New York,4.8
Romeo Akbar Walter,6.6
Swiped,3
The Woods,6.5
The Borgias,7.9
The Pharmacist,7.7
The Other,6
The In-Laws,0
Holocaust Escape Tunnel,6.7
Pedal the World,5
Focus,6.6
Basketball or Nothing,7.4
ARASHI's Diary -Voyage-,7.6
James e o Pêssego Gigante,6.7
null,4.6
The Thin Red Line,7.6
Stuck in the Middle,6.2
Gattaca,7.8
Tanda Tanya,7
Golden Shoes,3.6
Ackley Bridge,7.2
Ek Hasina Thi,7.5
Slap Shot,7.3
9 Months That Made You,7
You vs. Wild,6.7
Miss Americana,7.4
Chalay Thay Saath,6.7
Spookley the Square Pumpkin,5.1
Being Mary Jane,7.5
Perfume Imaginary Museum “Time Warp”,6.5
Dogtown and Z-Boys,7.7
A Young Doctor's Notebook,7.9
null,4.4
High School of the Dead,7.2
The Polar Express,6.6
null,6.3
Kung Fu Panda Holiday,6.8
null,8
null,7.6
The Last Post,7.2
The Trap,4.4
We Bare Bears,7.8
Bayonetta: Bloody Fate,5.7
True Story,6.3
Jem and the Holograms,4.2
Pet Sematary,5.7
Maoyu: Archenemy & Hero,6.9
The Lost Husband,6.1
Kotaro Lives Alone,0
Bright Star,6.9
Bert Kreischer: The Machine,7.7
null,8.4
Adventures in Public School,5.9
Love is Not Blind,6.5
Terminator 2: Judgment Day,8.5
Mr. Pig,5.8
A Naija Christmas,4.8
??,7.8
Seabiscuit,8
"Our Lady of San Juan, Four Centuries of Miracles",6.1
Amy Schumer: The Leather Special,2.9
Jimmy Carr: His Dark Material,7.1
Spirit Chronicles,7.3
Hollow Man,5.8
Johnny Test's Ultimate Meatloaf Quest,6.8
Amit Tandon: Family Tandoncies,7.1
?????X,7.2
"Breakfast, Lunch & Dinner",6.8
This Is Us,8.6
null,5.5
Jerry Seinfeld: Comedian,6.9
The Courier,4.9
White Boy,7.1
Brooklyn Nine-Nine,8.4
null,6.7
Greta,6.1
Prank Encounters,5.3
Zion,7.2
Starsky & Hutch,6.1
Mickey's Once Upon a Christmas,7.1
Ricardo Quevedo: Los amargados somos más,7.3
null,5.6
Patton Oswalt: Annihilation,7.2
Gone Too Far!,5.7
Arès,6.3
null,7.4
The Oath,8
Set It Off,6.9
The Bride of Habaek,6.9
Vanity Fair,6.2
Quanto Tempo o Tempo Tem,7.3
Eden,6.6
Best Worst Thing That Ever Could Have Happened,7.5
Repo Men,6.3
"Rob Schneider: Asian Momma, Mexican Kids",5.5
GAME ON: A Comedy Crossover Event,5.7
Yuri!!! On Ice,8.3
Blood and Bone,6.7
Tigertail,6.5
Is It Wrong to Try to Pick Up Girls in a Dungeon?,7.4
My Next Guest Needs No Introduction With David Letterman,7.9
The Upshaws,6.8
Psycho,8.5
School 2017,7.5
Pride and Prejudice,7
Kaali Khuhi,3.5
Valor,6
Mad Men,8.6
Pajanimals,6.7
Hansel & Gretel: Witch Hunters,6.1
null,6.3
The Girl and the Gun,0
The Angry Birds Movie,6.3
Leo & Tig,7.2
Abduction,5.1
Did You Hear About the MorgansF,4.9
Magi: Adventure of Sinbad,7.6
Baking Impossible,7
Anbe Sivam,8.7
The Last Man on the Moon,0
Meet the Adebanjos,7.6
El infierno,7.7
Great White,4.1
Scary Movie 3,5.5
Adrift,6.6
Mickey,0
Close Encounters of the Third Kind,7.6
Rectify,8.3
I Am Not an Easy Man,6.3
The Road,7.2
????,4
"Double Daddy, Double Happy",0
Goodbye Lover,5.6
4th Republic,6.4
The K2,7.8
Jo Koy: Live from Seattle,7.2
Everything Will Be Fine,6.4
Z Nation,6.7
Gori Tere Pyaar Mein,4.9
Sword Art Online Alternative: Gun Gale Online,6.8
Oz: O Grande e Poderoso,6.3
Bangkok Dangerous,5.3
Dilan 1990,7.2
Elf Pets: Santa’s St. Bernards Save Christmas,5.3
Inglourious Basterds,8.3
Grass Is Greener,7.1
Juni Taisen: Zodiac War,6.6
I Hate Luv Storys,5.6
Greater,7.4
The Perfect Picture: Ten Years Later,6.2
A Monster Calls,7.5
Tim Allen: ReWires America,5.9
Freedomland,5.1
Eye for an Eye,6.2
null,6.4
Equilibrium,7.4
The Lost Boys,7.3
Mahi NRI,5.9
Three Wives One Husband,6.5
null,5.9
Bombay Talkies,6.7
Kidnapping Mr. Heineken,6.1
null,7.1
You Can't Fight Christmas,4.6
null,6.8
Kid Cosmic,7.9
DNA,5.9
The Unremarkable Juanquini,4.4
Going for Gold,4.9
null,3.1
The Opposite of Sex,6.4
iBOY,6
"Literally, Right Before Aaron",4.6
My Mad Fat Diary,8.4
Asakusa Kid,7.1
American Reunion,6.7
Jackass: Number Two: Unrated Version,7
My Girlfriend Is a Gumiho,7.8
Oh! Baby (Tamil),7.4
Blue Lagoon: The Awakening,5.5
The Mole,7.5
Race 2,5.4
Air Bud,5.3
Titanic,7.8
Aloha,5.4
Tunnel,6.9
Inside the Freemasons,5.4
Veteran,7
London Hughes: To Catch a DAck,4.8
Left Behind,3.1
Jumanji,7
Kuroko's Basketball,8.3
The Five-Year Engagement,6.2
Trick,4.9
Shiva: The Secret World Of Vedas City,0
Love and Lies,6.1
Hellsing Ultimate,8.3
Spookley and the Christmas Kittens,0
The Beat,0
Green Door,6.4
Cocaine,7.1
Behind Blue Skies,6.6
Reon,6.2
Snow Day,5.2
Pompidou,0
Shaun the Sheep,8.2
Cocaine Cowboys: The Kings of Miami,7.1
I Am a Hero,6.8
Heidi,7.5
Bruce Almighty,6.8
Hunter Killer,6.6
Flushed Away,6.6
World Trade Center,5.9
Luccas Neto em: Uma Babá Muito Esquisita,0
American Girl,7.5
Bad Trip,6.6
Highway to Heaven,0
Justice League Dark,7.1
The Assassination of Gianni Versace,8.4
Safe House,6.7
null,6.8
Gore Vidal: The United States of Amnesia,7.7
Power Rangers Zeo,6.6
Assassination Classroom,8
The Farthest,8.1
Interior Design Masters,6.5
Virsa,5.6
Conan Without Borders,0
School Daze,6
Painted Faces,7.2
Our Souls at Night,6.9
null,8
Attitude Test,2.5
The Ronda Rousey Story: Through My Father's Eyes,6.2
Masha's Tales,6.4
Men in Black II,6.2
A Go! Go! Cory Carson Summer Camp,0
Lagaan,8.1
Chewing Gum,7.7
The Silence,5.3
null,6.2
Peasants Rebellion,8.2
The Congress,6.5
null,4.8
Ibiza: Love Drunk,5.2
I'll See You in My Dreams,6.7
Boy Missing,6.4
Bleach,8.2
Jurassic World Camp Cretaceous,7.6
Kavin Jay: Everybody Calm Down!,5.9
Clear and Present Danger,6.9
American Poltergeist,2.1
John Wick: Chapter 3 - Parabellum,7.4
I Am Georgina,3.9
When We First Met,6.4
Bad Genius,7.6
Winchester,5.5
Killa,7.8
Cinderella,7.3
Ralphie May: Imperfectly Yours,5.5
Life as We Know It,6.5
Total Drama,7.3
Who You Think I Am,6.8
24 Hours to Live,5.8
Merry Men: The Real Yoruba Demons,5
The Barkley Marathons: The Race That Eats Its Young,7.8
Little Things,8.3
Laws of Attraction,0
Louis Theroux: Dark States - Trafficking Sex,0
CLANNAD,7.8
Ju-on Black Ghost,5.3
Sirius the Jaeger,6.8
Encounters,0
null,8.2
Doutora Brinquedos,6.6
null,6
The Pink Panther 2,5.6
Devil's Bride,6
null,7.4
Meet the Parents,7
The Nice Guys,7.4
Midnight Runners,7.3
LEGO City,0
The Bourne Supremacy,7.7
Blade: Trinity,5.8
Certain Women,6.4
null,4.7
Life,7.6
Zach Stone Is Gonna Be Famous,8.3
null,7.8
Breach,7
The Open House,3.2
Slobby's World,0
Surga Yang Tak Dirindukan 2,7.1
Chaman Bahaar,7
Millennials,4.3
Temperature of Love,7.2
Stone Age,0
null,4.7
Good Luck Chuck,5.6
War Chhod Na Yaar,0
Equinox,6.1
Mickey's Twice Upon a Christmas,6.5
From One Second to the Next,7.4
Hit & Run,7.1
null,5.8
The Negro Soldier,5.9
null,6.6
Les Misérables 25th Anniversary,8.8
The Accidental Spy,4.4
The Good Shepherd,6.7
M8 - When Death Rescues Life,7.2
How to Live Mortgage Free with Sarah Beeny,0
null,6.8
Selma,7.5
Once Upon a Time... Life,5.9
Dorohedoro,8.1
The Red Tent,7.3
Mainstream,5
Ho Mann Jahaan,7.1
Luna Petunia,6.3
The Real Housewives of Beverly Hills,5.2
Yu Yu Hakusho: Ghost Files,8.4
Metallica Through The Never,7.2
White Rabbit Project,6.9
Team Foxcatcher,7.3
Point Blank,5.7
The Reason I Jump,7.4
Sivaji,7.5
The People vs. O.J. Simpson,8.4
The Indian in the Cupboard,6
Nim's Island,6
Marianne,7.4
Dragon Quest Your Story,6.6
Scream 2,6.2
Three Thieves,0
Heartthrob,5.4
Te Ata,7.4
Crash Pad,5.8
Harvey Girls Forever!,6.7
I Am Kalam,8
The Green Hornet,5.8
Veerey Ki Wedding,2.8
The Age of Innocence,7.2
Night on Earth,8.2
Made You Look: A True Story About Fake Art,7
null,6.6
Emily's Wonder Lab,8.8
Peace Haven,6.4
A Certain Magical Index: The Movie ?The Miracle of Endymion,6.5
To and From New York,5.6
Super Monsters Monster Pets,6.3
The Awakening,6.5
The Sisterhood of the Traveling Pants 2,6.2
Edha,4.9
The Royal House of Windsor,7.3
The Legacy of the Bones,6.3
A Street Cat Named Bob,7.4
The Golden Child,6
Don't Watch This,3.2
Reboot: The Guardian Code,3.8
null,7.1
Chronically Metropolitan,5.1
Once Upon a Time in Mexico,6.4
The Hateful Eight: Extended Version,7.8
The Universe,8.7
Cruel Intentions 3,4.7
Beyond Bollywood,6.1
Arthur & Merlin,0
In for a Murder,5.3
Night School,5.6
The Hunger Games: Mockingjay - Part 1,6.6
Harold & Kumar Go to White Castle,7
Words Bubble Up Like Soda Pop,0
Devil May Cry,0
Tumi or not Tumi,0
ReLIFE,7.8
Joshua: Teenager vs. Superpower,7.2
The Mystery of Marilyn Monroe: The Unheard Tapes,6.2
Soldier,6.2
Wonder Boy,6.7
The Whole Truth,6.2
Celebrity Gogglebox,6.6
?????,8.2
My Own Man,6.3
Swimming with Men,6.4
The Dark Knight Rises,8.4
R.L. Stine's Monsterville: Cabinet of Souls,5.7
Inside the Real Narcos,7.5
Dhh,7.9
Kibaoh Klashers,6.3
Nail Bomber: Manhunt,6.3
Climax,7
"When I Get Home, My Wife Always Pretends to be Dead",6.2
She Made Me a Criminal,6.5
Pete Davidson: Alive From New York,6.2
Your Eyes Tell,0
Dino Hunt,0
null,4.5
null,7.1
Re:Zero - Starting Life in Another World,8.1
Changeling,7.7
The Perfect Guy,5.6
Money Heist: The Phenomenon,7.5
Lascados,4
Kamisama Kiss,8.1
Tiffany Haddish Presents: They Ready,6.4
Fairy Gone,5.8
Dead Like Me: Life After Death,6.1
RRR (Hindi),0
Bruno & Boots: Go Jump in the Pool,5.8
Tracers,5.6
Locust,0
null,7.8
Eden of the East the Movie,0
My Love from the Star,7.7
Viceroy's House,6.7
Lady Boss: The Jackie Collins Story,6.8
Dennis & Gnasher Unleashed!,7.3
Fifty Shades Freed,4.5
Chris Tucker Live,6.4
The Judge,7.4
An Unremarkable Christmas,3.2
null,7
Alakada Reloaded,0
A Very Secret Service,7.8
The Switch,6.1
Kim's Convenience,8.2
Slow West,6.9
Punch-Drunk Love,7.3
Tarzan,7.3
Love and Monsters,7
30 Days of Luxury,0
What Life Took From Me,8.2
W.E.,6.3
The Light of My Eyes,5.8
Tammy,4.9
Hombanna,8.2
Voices of Fire,6.9
A Little Chaos,6.5
Ali & Alia,5.1
At Eternity's Gate,7
Days of Being Wild,7.5
Sammy & Co,5.7
Thriller,3.6
Sailor Moon SuperS the Movie: Black Dream Hole,7.5
Social Man,0
Mr. Chandramouli,5.2
Wotakoi: Love is Hard for Otaku,7.6
Hold Tight,0
Wet Hot American Summer: First Day of Camp,7.4
V for Vendetta,8.1
The Luminaries,6.4
Pihu,6.8
Yesterday,6.8
Homeland,8.3
Stand by Me,8.1
Horns,6.5
Hercules,7.3
Kevin Hart: Seriously Funny,7.6
The Yin-Yang Master: Dream Of Eternity,6.5
Happy,7.2
The Call,6.7
My Best Friend's Girl,5.9
Barbecue,6.4
Queen of Katwe,7.4
Bhai: Vyakti Ki Valli - Uttarardh,7.7
The Playbook,7.5
Fathers & Daughters,7.1
null,7.1
Song to Song,5.6
Forever My Girl,6.7
Bill Hicks: Revelations,8.6
Must Be... Love,6.8
"Have You Ever Fallen in Love, Miss Jiang?",5.6
The Kindergarten Teacher,6.7
The Boss Baby: Back in Business,6.5
Blood Diamond,8
A Fairly Odd Summer,3.9
null,7.4
The Upside,7
I'll Have What Phil's Having,8.5
Hitler's Olympics,6.6
The Boss Baby: New Year's Eve Countdown,0
Paradise PD,6.8
See You Yesterday,5.2
Step Outside,0
The Negotiation,6.7
The Royal Bengal Tiger,6.9
Anne with an E,8.7
Zoolander,6.5
The Hole in the Ground,5.7
null,8.1
Paddleton,7.2
Bo Burnham: what.,8.4
null,7.6
Whispers,7.8
Neve pra Cachorro,5.2
You Can Tutu,4.4
Madame Claude,5.4
The Influence,0
Surviving R. Kelly: The Impact,6.3
Chingo Bling: They Can't Deport Us All,6.5
Dheepan,7.2
Flavorful Origins,7.8
null,7.1
World's Weirdest Homes,0
The Terminal,7.4
Unexpected,5.7
Kurbaan,5.7
Ije: The Journey,7
Free!,7.4
GRANBLUE FANTASY the Animation,6.5
Ninja: Shadow of a Tear,6.2
Force of Nature,0
Shaft,6.4
null,7
StarBeam: Beaming in the New Year,5.8
Chhota Bheem Kungfu Dhamaka,0
Kevin Hart: I'm a Grown Little Man,7.6
Honey: Rise Up and Dance,5.2
Dayveon,6.3
The Medium,0
La diosa del asfalto,5
Power Paandi,7.5
Doctor Who,8.6
Underdogs,7.8
King of Boys,6
Inu X Boku Secret Service,7.1
Michelle Buteau: Welcome to Buteaupia,0
For Greater Glory: The True Story of Cristiada,6.6
Holy Goalie,5.3
My Senpai is Annoying,7.5
null,2.6
"Rica, famosa, latina",5.8
Daytime Shooting Star,6.8
Derek,8
Alex Fernández: The Best Comedian in the World,6.2
Renegades,5.4
A River Runs Through It,7.2
Retribution,7
Invisible City,7.3
Piercing,5.6
Look Who's Talking Too,4.7
Count Me In,6.8
Prison Break,8.3
Forgive Us Our Trespasses,6.5
The Miracle,7.6
????999,7.9
Little Birds,6.1
Banana,7.5
Njan Prakashan,7.7
Much Loved,6.2
The Book of Sun,0
null,6.2
"Sexo, pudor y lágrimas",6.7
Oddbods: The Festive Menace,4.3
Definition Please,5.6
My Ex & Whys,6.2
The Nutcracker and the Four Realms,5.6
Wet Hot American Summer: Ten Years Later,6.9
null,7.1
Iliza Shlesinger: War Paint,6.7
Scary Movie,6.2
Ponysitters Club,5.9
The Breakup Playlist,6.5
My Father and My Son,8.3
Last Chance U: Basketball,8.3
No Strings Attached,6.2
Mine 9,6.3
Your Son,6.1
Monster High: Freaky Fusion,6.9
Byzantium,6.5
El internado,8.2
In the Shadow of Iris,6.1
Neevevaro,6.9
Operation Christmas Drop,5.8
Nature's Great Race,0
Má Vizinhança 2,5.7
After We Fell,4.7
Heidi,7.2
Deadly Runway,4.7
Laal Rang,8
Rigor Mortis,6.3
Dennis the Menace,5.6
Raya and Sakina,6.8
Skylanders Academy: New Year's Eve Countdown,0
Maudie,7.6
Dangerous Lies,5.3
The Millions,5.5
The Witches,5.3
Man on Fire,7.7
null,0
Julieta,7.1
Dhoondte Reh Jaoge,5.6
Spy Kids: Mission Critical,5.1
McFarland,7.4
A Million Little Pieces,6.2
Quarantine Tales,6.3
Rebecca,8.1
Screwed,5.7
Edge of Tomorrow,7.9
All American,7.6
Smoke & Mirrors,6.9
Dragon Ball Z: Battle of Gods,7.2
Close,5.7
null,6.2
Les Misérables,7.6
Children of the Whales,7.1
Desolate,5
3Below: Tales of Arcadia,7.7
Record of Youth,7.3
A Princess for Christmas,6.4
The Week Of,5.2
Yanxi Palace: Princess Adventures,5.9
"Money, Explained",6.9
Kamen Rider 1,5.7
Archer,8.6
The Bye Bye Man,4.2
The Other One: The Long Strange Trip of Bob Weir,7.3
Fantastic Beasts: The Crimes of Grindelwald,6.5
The Outpost,6.8
All the President's Men,8
Workin' Moms,7.7
Power Rangers Lightspeed Rescue,0
Sense8,8.3
Everyday I Love You,7.1
Just Say Yes,4.6
The Young Offenders,7.1
Clinical,5.1
Kingsglaive: Final Fantasy XV,6.8
Kissing Game,6.4
Genius of the Modern World,7.6
Sex and the City 2,4.5
Monster Trucks,5.7
Holiday in the Wild,6.2
Rilakkuma and Kaoru,8.3
Back to Life,0
Spirit: Stallion of the Cimarron,7.2
Tyson,7.5
Shaun the Sheep: Adventures from Mossy Bottom,8.1
Cradle of Fear,4.3
Herrens veje,7.7
Peter Rabbit,5.4
Mystery Men,6.1
Running Out of Time,4.3
12 Years a Slave,8.1
Tottaa Pataaka Item Maal,7.4
null,8.3
In Vitro,7.5
It Takes a Man and a Woman,6.8
OCTB,7.2
Inkheart,6.1
The Lost World: Jurassic Park,6.6
Happy Endings,7.7
The Witcher: Blood Origin,0
Masaba Masaba,6.7
Dark,8.8
Rumble,0
null,3
Ideias à Venda,5.9
Fairy Tail: Dragon Cry,7.1
Radio Romance,6.6
Jersey,7.3
Tyler Perry's Madea's Big Happy Family,4.8
null,6.8
Doctor Sleep,7.3
null,7.4
The Ruthless,6.2
The Powerpuff Girls,3.4
Reggie Yates: Outside Man,0
null,6.7
Kabukicho Love Hotel,6.9
Sleepers,7.6
How High 2,3.1
Monthly Girls' Nozaki Kun,7.6
The Innocence Files,8
Mr. Dynamite - The Rise of James Brown,7.4
null,8
My Big Fat Greek Wedding 2,6
Clarence Clemons: Who Do I Think I AmF,0
Loving You,6.4
A Beautiful Day in the Neighborhood,7.3
Schindler's List,8.9
The Last Paradiso,5.6
The Lovers and the Despot,6.6
Deewangee,6.6
The Misfit of Demon King Academy,7.4
Charlie Wilson's War,7
Ek Khiladi Ek Haseena,5.7
To All the Boys: Always and Forever - The Afterparty,0
Curve,5.5
null,7
Horrible Bosses 2,6.3
Tokyo Trial,7.4
Gentlemen & Gangsters,0
Fukrey Boyzzz: Space Mein Fukrapanti,7.6
Chalet Girl,6.3
Life Is Beautiful,8.6
E Agora Invadimos o Quê?,7.5
Outback Truckers,7.4
It's Kind of a Funny Story,7.1
"Abdullah, The Final Witness",7
Titletown High,5.5
Milea,6.3
null,6.5
Four Weddings and a Funeral,7.1
Laurence Anyways,7.7
Darkest Hour,4.9
Pinky Malinky: New Year's Eve Countdown,0
Jimmy: The True Story of a True Idiot,6.8
